DATE,IBOV.index,MERVAL.index,IPSA.index,MEXBOL.index,IGBvl.index,IBVCI.index,KOSPI.index,NKY.index,HSI.index,DJI.index,SPX.index,NDX.index,UKX.index,DAX.index,CAC.index
10/24/2005,29834.99,1613.68,2131.61,15247.6,4937.75,17723.49,1179,13867.86,14381.06,10348.1,1190.1,1549.88,5265.2,5138.02,4600.02
10/25/2005,29498.03,1589.97,2125.46,15447.59,4934.29,17557.65,1166.36,13894.78,14215.83,10285.26,1178.14,1538.43,5275,5069.42,4622.54
10/26/2005,29729.97,1601.59,2098.84,15466.41,4987.59,17636.71,1140.72,14075.96,14386.37,10414.13,1195.76,1569.61,5286.5,5017.27,4650.24
10/27/2005,29132.52,1572.69,2100.32,15445.37,5010.55,17694.35,1158.11,14061.6,14572.26,10281.1,1177.8,1555.59,5263.9,5007.77,4594.11
10/28/2005,29318.18,1593.11,2118.65,15103.16,5001.94,17685.12,1188.95,14036.73,14597.48,10215.22,1179.59,1565.12,5167.8,5022.79,4536.9
10/31/2005,30193.51,1623.16,2094.21,14924.73,4828.15,17548.17,1208.38,14072.2,14601.59,10385,1199.38,1590.65,5164.1,5032.46,4528.79
11/1/2005,30899.71,1577.02,2104.42,14892.88,4787.16,17322.02,1217.97,14080.88,14585.79,10377.87,1196.54,1585.82,5142.1,4981.77,4536.22
11/3/2005,31099.97,1609.78,2073.3,15282.73,4764.35,17365.27,1221.98,14155.06,14365.79,10344.98,1191.38,1575.14,5207.6,4950.07,4549.68
11/4/2005,30887.5,1577.67,2056.94,15084.84,4887.12,17132.57,1218.47,14116.04,14403.2,10229.95,1178.9,1543.38,5182.1,4975.56,4515.05
11/7/2005,30952.24,1602.63,2072.64,15111.95,4981.52,17042.52,1226.71,14091.77,14597.55,10402.77,1198.41,1557.11,5227.8,4978.83,4470.13
11/8/2005,30970.6,1608.86,2095.63,14821.1,5031.04,16960.9,1227.59,14170.87,14633.33,10440.07,1207.01,1579.18,5182.8,4947.18,4482.13
11/9/2005,30666.07,1621.48,2075.54,14903.36,5025.39,16676.7,1234.43,14411.79,14740.6,10406.77,1202.76,1576.52,5213.4,4845.98,4489.21
11/10/2005,30724.6,1638.95,2036,15356.32,4976.52,16723.81,1256.12,14623.12,14629.49,10472.73,1214.76,1597.29,5317.3,4864.25,4461.14
11/11/2005,30510.89,1683.53,1998.11,15367.87,4979.86,16784.33,1257.63,14680.43,14627.41,10522.59,1219.94,1619.67,5344.3,4838.4,4375.09
11/14/2005,30218.88,1672.01,1985.71,15666.22,5002.13,17213.13,1253.86,14708.32,14650.54,10530.76,1220.14,1628.03,5358.6,4901.79,4390.66
11/16/2005,30482.12,1646.92,2014.7,15437.63,5050.61,17045.73,1267.16,14742.58,14787.98,10586.23,1222.81,1629.27,5431.9,4872.97,4366.52
11/17/2005,31087,1615.59,2013.99,15579.68,5046.54,17124.19,1269.35,14784.29,14883.32,10539.72,1218.59,1628.4,5423.6,4900.79,4421.97
11/18/2005,31102.37,1592.43,2023.76,15759.73,5038.02,17126.1,1272.25,14986.94,14885.57,10546.21,1220.65,1630.21,5460.8,4806.05,4396.99
11/21/2005,31110.07,1581.28,2015.97,15922.52,5039.11,17118.79,1268.8,14927.7,14885.65,10640.1,1230.96,1650.93,5460.9,4825.64,4412.7
11/22/2005,31489.01,1592.51,2002,15896.48,5063.53,17146.75,1244.5,14872.15,15062.35,10686.04,1234.72,1653.36,5439.8,4929.07,4336.41
11/23/2005,31942.56,1594.94,2032.18,15798.04,5058.59,17280.13,1282.02,15130.5,15084.39,10697.17,1233.76,1651.9,5423.5,4922.55,4326.71
11/24/2005,31944.73,1572.84,2071.51,15900.53,5048.07,17446.07,1291.71,15421.6,15081.47,10686.44,1229.01,1644.31,5465.1,4954.83,4436.45
11/25/2005,31919.66,1584.58,2083.46,15944.15,5005.33,17204.06,1293.22,15551.31,15100,10674.76,1231.21,1651.45,5470,5011,4434.75
11/28/2005,31357.55,1600.84,2068.73,15930.71,4970.83,17418.89,1293.74,15423.38,15028.76,10720.22,1242.8,1676.39,5439.6,4995.24,4429.65
11/29/2005,31651.55,1603.75,2067.87,15981.18,4969.73,17540.3,1279.38,15484.66,14937.14,10766.33,1248.27,1679.85,5430,5024.2,4502.02
11/30/2005,31916.76,1606.96,2070.75,16153.08,5044.02,17505.82,1297.44,15183.36,15068.03,10820.28,1254.85,1686.23,5460,5008.83,4498.7
12/1/2005,32617.18,1625.73,2056.97,16137.07,5025.76,17576.55,1305.98,15404.05,15200.38,10871.43,1261.23,1694.14,5498.9,5011.38,4503.65
12/2/2005,32832.45,1627.38,2069.49,16293.53,5049.73,17536.38,1310.12,15738.7,15158.82,10916.09,1265.61,1696.77,5497.9,5015.55,4503.62
12/5/2005,32701.17,1631.47,2034.9,16193.58,5034.3,17464.8,1315.15,15778.86,14990.61,10931.62,1268.25,1701.05,5517.2,5090.75,4480.23
12/6/2005,33223.42,1629.63,2030.27,16310.68,5092.18,17486.14,1321.06,15464.58,15134.95,10890.72,1257.46,1684.39,5531.7,5092.43,4479.5
12/7/2005,32756.79,1556.52,2027.61,16455.39,5093.65,17507.66,1324.75,15254.44,14879.16,10888.16,1257.48,1676.84,5511,5110.61,4536.49
12/8/2005,32480.04,1533.47,2049.78,16545.44,5144.69,17413.42,1324.2,15173.07,14910.51,10805.87,1249.48,1672.56,5523.8,5081.46,4548.45
12/9/2005,32921.76,1554.67,2056.91,16767.07,5175.99,17583.83,1317.42,15391.48,14984.4,10912.57,1264.67,1704.28,5477.4,5099.72,4543.15
12/12/2005,32970.6,1519.86,2041.44,16866.84,5210.69,17746.12,1333.23,15641.26,14942.62,10877.51,1265.08,1709.1,5491,5123.5,4512.13
12/13/2005,33419.65,1543.68,2035.54,16713.91,5235.65,17743.25,1336.48,15957.57,14976.26,10835.01,1262.09,1694.77,5423.2,5170.61,4523.18
12/14/2005,33629.47,1560.39,2006.73,16750.44,5199.82,17687.8,1334.27,15941.37,15059.02,10856.86,1263.7,1701.35,5486.1,5174.72,4556.23
12/15/2005,33193.27,1558.67,2004.37,16879.37,5166.05,17625.04,1337.68,16107.67,15029.81,10810.91,1257.37,1697.04,5528.1,5196.08,4586.38
12/16/2005,33291.82,1525.53,1979.15,16836.11,5161.01,17719.48,1321.04,15969.4,15182.89,10755.12,1255.84,1685.59,5510.4,5187.98,4580.81
12/19/2005,33005.27,1535.28,1962.2,16694.95,4992.21,17777.45,1339.4,16194.61,15169.17,10778.58,1259.37,1692.62,5538.8,5194.27,4608.65
12/20/2005,33066.53,1521.89,1941.86,16830.96,4759.19,17615.55,1341,16344.2,15221.42,10767.77,1260.43,1698.35,5528.8,5176.59,4586.84
12/21/2005,33517.05,1515.42,1978.11,17133.83,4442.61,17688.65,1354.16,16111.43,15182.53,10823.72,1267.43,1705.77,5531.1,5199.48,4600.48
12/22/2005,33512.86,1525.57,1996.92,17150.99,4581.44,17699.13,1350.87,16361.54,15183.58,10883.51,1272.74,1698.98,5517.4,5193.4,4575.31
12/23/2005,33331.26,1554.99,1984.87,17271.06,4716.01,17641.64,1359.53,16425.37,15101.54,10881.67,1270.94,1701.7,5501.5,5266.55,4588.73
12/26/2005,33297.52,1524.5,1961.13,17424.43,4776.68,17767.58,1367.57,16428.21,15045.59,10875.59,1267.32,1688.68,5507.2,5307.99,4567.41
12/27/2005,33370.73,1502.44,1946.8,17244.19,4852.42,17846.12,1373.55,16124.35,14876.43,10836.53,1259.92,1664.36,5521.1,5266.86,4636.46
12/28/2005,33138.48,1489.36,1954.03,17211.02,4867.74,18255.85,1368.16,16363.59,14944.77,10805.55,1259.62,1665.07,5495.3,5300.85,4662.5
12/29/2005,33455.94,1491.27,1968.12,17554.48,4760.16,18921.45,1379.37,16445.19,15200.06,10833.73,1262.79,1670.61,5531.6,5266.75,4650.54
1/2/2006,33507.27,1516.24,1947.54,17819.68,4822.94,18961.91,1389.27,16454.95,15271.13,10889.44,1268.12,1683.35,5539.8,5286.75,4677.2
1/3/2006,34540.58,1529.12,1950.27,18054.03,4823.74,19573.93,1394.87,16268.03,15344.44,10883.27,1268.66,1682.92,5547.9,5282.13,4660.58
1/4/2006,35002.37,1550.96,1946.04,17922.47,4802.25,19878.73,1402.11,15805.95,15547.43,10777.77,1256.54,1668.37,5587.4,5301.21,4669.93
1/5/2006,34936.11,1533.08,1961.02,17737.59,4807.74,20347.63,1395.51,15341.18,15569.91,10796.26,1258.17,1667.1,5597,5310.28,4661.01
1/6/2006,35475.02,1537.59,1964.47,17666.41,4889.63,20974.2,1412.78,15696.28,15650.88,10784.82,1254.42,1655.36,5595.4,5286.76,4673.13
1/9/2006,35337.33,1543.31,1939.6,17680.95,4911.53,22499.51,1408.33,15696.69,15719.37,10717.5,1248.29,1645.2,5622.8,5295.82,4693.4
1/10/2006,35049.42,1555.67,1976.12,17781.51,4820.78,22580.84,1396.29,15360.65,15787.97,10847.41,1268.8,1679.93,5638.3,5353.66,4674.85
1/11/2006,35952.24,1602,2020.4,17768.9,4781.77,21797.43,1394.09,15648.89,15777.72,10880.15,1273.46,1695.83,5618.8,5350.18,4673.14
1/12/2006,35779.3,1610.52,2042.68,17802.28,4761.74,21595.25,1402.58,15651,15576.2,10882.15,1273.48,1705.29,5681.5,5356.6,4704.41
1/13/2006,35897.12,1599.91,2071.12,17776.88,4651.8,21113.31,1416.28,15891.02,15481.21,10959.31,1285.45,1734.99,5714.6,5397.23,4694.86
1/16/2006,36533.68,1616.29,2057.49,17832.64,4676.84,21216.26,1421.79,16460.68,15670.42,11011.9,1290.15,1741.9,5691.2,5398.28,4703.48
1/17/2006,36119.37,1621.12,2051.74,17690.7,4653,21875.34,1389.58,16551.23,15662.08,11011.58,1289.69,1744.02,5731.8,5419.05,4752.41
1/18/2006,35805.19,1616.41,2077.96,17832.8,4602.95,21975.01,1352.91,16649.82,15464.77,11043.44,1294.18,1758.24,5731.5,5444.84,4751.96
1/19/2006,36858.19,1649.67,2061.28,17802.71,4740.42,22176.97,1360.64,16480.09,15530.57,10962.36,1286.06,1747.35,5688.8,5447.15,4757.74
1/20/2006,36694.65,1638.09,2069.56,17925.7,4853.38,22191.45,1324.78,16710.55,15520.39,10959.87,1287.61,1746.78,5731.5,5458.58,4769.38
1/23/2006,36631.75,1645.24,2061.75,18500.69,4904.42,22511.83,1297.43,16659.64,15520.07,10896.32,1282.93,1736.39,5735.1,5408.26,4756.93
1/24/2006,37399.67,1653.63,2055.69,18669.23,4998.83,23650.04,1326.83,16747.76,15753.14,10854.86,1277.93,1716.62,5711,5449.98,4772.93
1/26/2006,38014.36,1661.59,2051.85,18608.34,4951.74,23643.13,1342.59,16720.99,15742.3,10880.71,1285.04,1729.92,5740.2,5460.68,4715.23
1/27/2006,37822.22,1645.52,2069.96,18736.78,5009.36,23429.61,1352.75,16272.68,15691.69,10667.39,1261.49,1676.38,5699,5523.62,4754.92
1/30/2006,38242.04,1701.18,2063.55,18998.83,5119.63,23498.24,1384.56,16439.67,15429.73,10688.77,1263.82,1676.3,5663.7,5516.53,4776.98
1/31/2006,38382.8,1701.88,2047.55,18912.38,5201,23609.89,1399.83,16257.83,15548.06,10712.22,1266.86,1686.22,5693.2,5536.32,4838.52
2/1/2006,38484.84,1698.98,2056.15,19160.44,5422.96,23243.48,1375.97,15877.66,15517.01,10709.74,1264.68,1677,5672.4,5537.11,4835.09
2/2/2006,37304.19,1697.92,2067.15,18925.01,5459.96,23038.49,1374.44,16184.87,15373.44,10809.47,1273.83,1690.49,5660.9,5494.71,4867.15
2/3/2006,37261.73,1708.41,2098.32,18889.2,5680.42,23285.41,1333.5,15932.83,15413.43,10907.21,1283.72,1711.11,5633.8,5532.89,4875.09
2/6/2006,37321.2,1724.46,2110.65,18958.29,5633.51,23155.95,1341.64,16043.67,15425.95,10899.92,1285.2,1713.45,5704.4,5542.13,4861.93
2/7/2006,36561.7,1739.83,2115.37,18489.63,5915.82,23322.8,1332.28,15713.45,15312.09,10864.86,1280.08,1710.75,5722.6,5483.09,4890.49
2/8/2006,36499.41,1771.55,2118.46,18265.96,6130.44,23279.5,1310.99,15437.93,15420.32,10953.95,1282.46,1713.02,5786.8,5514.64,4890.24
2/9/2006,36882.31,1793.97,2119.73,18521.45,6314.38,23747.4,1321.66,15894.94,15423.26,10851.98,1270.84,1685.77,5779.8,5460.16,4850.53
2/10/2006,36975.27,1747.15,2101.94,18346.23,6483.58,23746.9,1335.23,15781.78,15450.88,10793.62,1264.03,1664.53,5760.3,5395.61,4856.09
2/13/2006,36113.95,1699.35,2114.46,18447.11,6289.8,23550.9,1320.79,16096.1,15475.69,10798.27,1265.02,1657.54,5801.6,5430.84,4807.14
2/14/2006,36626.88,1703.33,2118.29,18875.41,6114.81,23605.4,1328.21,16101.91,15598.67,10749.76,1254.78,1651.84,5747.3,5349.02,4772.09
2/15/2006,37239.3,1725.78,2105.67,18866.37,5889.66,23700.9,1303.84,16192.95,15627.24,10858.62,1265.65,1670.47,5759.3,5348.72,4814.09
2/16/2006,38256.39,1695.04,2111.83,19216.75,5837.01,24618.92,1314.32,16205.43,15635.72,10883.35,1263.78,1654.08,5772.4,5334.3,4773.48
2/17/2006,38421.83,1717.53,2131.53,18956.5,5976.93,25406.33,1332.73,15964.46,15812.53,10919.05,1266.99,1663.75,5746.8,5427.09,4751.99
2/20/2006,38539.18,1704.83,2138.12,18849.24,6043.49,26220.98,1348.25,15909.76,15856.05,10892.32,1262.86,1645.83,5725.1,5548.91,4748.32
2/21/2006,38165.97,1695.48,2135.19,18907.1,5899.68,27161.04,1346.49,15663.34,15949.89,11028.39,1275.53,1661.95,5808.7,5647.42,4791
2/22/2006,38246.4,1673.03,2122.02,19162.38,6002.7,26926.73,1340.58,15901.16,15918.48,11058.97,1280,1673.15,5764.1,5660.03,4876.52
2/23/2006,38405.48,1669.7,2116.56,19060.38,6030.35,26615.49,1361.23,15726.02,15818.09,11120.68,1289.38,1688.61,5793.5,5674.15,4956.6
2/24/2006,38610.39,1669.17,2101.81,18862.18,6062.6,26223.89,1365.82,15627.49,15882.45,11115.32,1287.24,1675.21,5792.3,5726.53,4936.79
3/1/2006,39177.87,1695.64,2106.78,18665.06,6076.3,26464.85,1374.88,16036.91,15802,11069.06,1283.03,1655.68,5791.5,5649.6,4947.99
3/2/2006,39125.84,1699.49,2099.59,18410.24,6075.93,26222.2,1371.59,16115.63,15811.83,11137.17,1292.67,1677.52,5828.9,5657.12,4999.39
3/3/2006,39239.75,1721.14,2113.95,18518.33,6064.58,26479.54,1367.7,16361.51,15602.36,11069.22,1287.79,1672.29,5846.2,5666.78,4927.89
3/6/2006,38353.98,1743.59,2143.79,18298.58,6094.41,26524.4,1328.95,16238.36,15493.09,11061.85,1289.43,1676.5,5863,5672.92,4937.56
3/7/2006,37422.58,1728.2,2158.59,17883.63,6105.53,26960.8,1344.76,16319.04,15510.13,11097.55,1294.12,1695.66,5857.7,5666.41,4934.59
3/8/2006,37289.08,1714.13,2163.76,18023.01,6080.68,26539.86,1316.67,16096.21,15445.05,10993.41,1280.66,1670.57,5872.4,5743.68,4935.4
3/9/2006,36312.27,1726.65,2176.9,18169.16,6173.28,26706.78,1314.05,16339.73,15542.07,11053.53,1291.24,1694.58,5836,5701.47,4895.08
3/10/2006,36890.69,1736.22,2166.84,18457.24,6199.54,26674.12,1311.21,16624.8,15519.76,11025.51,1289.14,1693.78,5860.5,5756.33,4955.74
3/13/2006,36792.98,1714.05,2152.48,18480.78,6113.94,26523.23,1320.07,16495.48,15720.36,11021.59,1287.23,1684.32,5875.9,5763.4,4910.82
3/14/2006,37541.49,1741.87,2145.72,18542.58,5966.82,26581.84,1338.28,16489.37,15729.04,10958.59,1278.26,1669.94,5791.5,5764.37,4957.36
3/15/2006,38243.99,1795.22,2159.62,18497.38,5833.82,26563.64,1326.3,16560.87,15801.66,10980.69,1275.88,1661.02,5844.1,5789.25,4961.34
3/16/2006,38156.64,1823.56,2160.8,18780.46,5734.91,26704.95,1333.98,16650.1,15929.95,11005.74,1278.47,1660.35,5833,5795.48,4934.09
3/17/2006,38049.17,1815.8,2130.11,19117.72,5938.5,27015.94,1335.98,16690.24,15922.75,10972.28,1272.23,1645.09,5858.7,5793.95,4973.09
3/20/2006,38203.53,1776.48,2126.07,19100.89,5945.85,26937.58,1341.12,16938.41,15642.81,11076.34,1281.58,1648.23,5897.8,5801.04,5000
3/21/2006,37398.01,1776.06,2119.86,18854.67,5718.06,27108.51,1346.69,17045.34,15771.17,11076.02,1284.13,1653.79,5857.4,5862.06,4979.94
3/22/2006,37850.59,1764.76,2123.96,18706.32,5734.13,28413.27,1336.65,17059.66,15716.46,11151.34,1297.48,1681.15,5812.9,5857.88,4991.93
3/23/2006,37473.85,1762.56,2138.24,19058.74,5761.73,28711.79,1309.83,17333.31,15815.87,11209.77,1303.02,1694.46,5855.9,5870.79,5041.6
3/24/2006,37577.05,1771.05,2145.35,19102.33,5967.41,29279.72,1312.26,17292.91,15856.58,11253.24,1305.33,1679.05,5907.9,5915.15,5040.39
3/27/2006,37641.06,1778.32,2154.37,19189.25,5966.83,29375.37,1321.23,17243.98,15745.11,11279.65,1307.25,1685.66,5952.8,5796.04,5073.95
3/28/2006,36682.21,1799.1,2162.15,18991.46,5723.26,29654.37,1330.34,17489.33,15880.69,11274.53,1305.08,1688.98,5950.6,5866.61,5080.52
3/29/2006,37491.57,1817.06,2166.55,18551.07,5812.19,29629.66,1331.31,17563.37,15805.04,11235.47,1297.23,1672.47,5965.1,5783.49,5000.45
3/30/2006,37776.76,1810.63,2176.6,18398.82,5868.97,29719.01,1332.72,17456.58,16063.75,11317.43,1305.04,1676.32,5993.2,5721.46,5057.61
3/31/2006,37951.97,1816.95,2172.41,18310.57,5810.15,29198.21,1338.14,17418.13,16100.09,11270.29,1301.67,1670.73,5999.4,5754.06,5009.09
4/3/2006,38717.07,1806.16,2169.31,18420.17,5817.96,29175.93,1359.6,17162.55,16411.13,11279.97,1302.95,1679.81,5991.7,5739.28,4989.15
4/4/2006,38802.26,1793.09,2173.91,18706.19,5874.57,29827.29,1379.75,17199.15,16471.78,11250.11,1301.61,1680.63,5991.3,5673.36,5010.72
4/5/2006,39053.2,1794.12,2182.29,18941.04,5878.5,29597.94,1385.64,17233.82,16521.59,11154.54,1293.23,1673.03,6007.5,5732.22,4992.21
4/6/2006,39285.04,1816.44,2172.55,18999.64,5943.76,29467.97,1388.77,17000.36,16475.81,11215.7,1302.89,1703.84,5990.1,5804.92,4969.51
4/7/2006,38926.49,1796.33,2171.43,19166.43,5947.36,29267.39,1397,17232.86,16310.76,11150.7,1300.25,1708.68,6036.3,5855.16,5007.84
4/10/2006,38474.73,1803.94,2191.19,19344.05,5920.5,29142.6,1402.36,17350.12,16429.45,11109.32,1294.83,1703.66,5972.2,5870.88,5069.27
4/11/2006,37901.19,1810.12,2185.92,19581.12,5933.53,29319.81,1398.29,17317.53,16637.53,11144.94,1297.81,1706.77,5935.7,5898.48,5107.47
4/12/2006,38427.41,1800.58,2181.96,19598.11,5975.24,29254.78,1386.08,17403.96,16830.44,11203.85,1305.93,1716.55,5959.2,5897.79,5117.16
4/13/2006,38082.13,1798.69,2183.59,19255.87,6081.27,29218.21,1383.59,16914.4,16944.34,11239.55,1311.56,1732.74,6015.2,5882.38,5127.93
4/17/2006,38462.48,1819.63,2184.1,19339.3,6067.81,29216.35,1405.72,16970.29,16912.15,11216.5,1309.04,1739.2,5964.6,5902.79,5126.01
4/18/2006,39572.47,1849.06,2181.56,19226.32,6192.89,29337.17,1432.72,17055.93,16705.67,11120.04,1295.5,1723.03,6024.3,5911.86,5141.08
4/19/2006,39937.74,1843.62,2180.06,18929.98,6333.83,29272.61,1422.63,17114.54,16577.77,11141.33,1296.6,1718.86,6004.7,5932.31,5138.51
4/20/2006,39774.59,1830.62,2170.1,19132.34,6218.35,29265.13,1427,16906.23,16672.66,11089.63,1286.57,1704.4,6044.1,5947.11,5148.56
4/24/2006,39751.3,1851.98,2156.06,19214,6470.08,29156.3,1437.84,16925.71,16742.85,11129.97,1288.12,1704.75,6045.7,5973.14,5194.78
4/25/2006,39738.07,1838.35,2127.31,19272.63,6635.01,28904.49,1434.15,17153.77,16661.3,11137.65,1289.12,1712.07,6026.1,5912.26,5194.78
4/26/2006,40410.06,1850.11,2137.88,19634.21,6813.09,29311.87,1451.31,17291.67,16868.04,11073.78,1285.33,1694.32,6067,5890.63,5218.71
4/27/2006,39751.44,1898.47,2150.96,19764.08,6804.18,29353.5,1430.94,17190.91,17026.98,11268.77,1307.65,1726.64,6016.5,5914.78,5162.44
4/28/2006,40363.42,1924.8,2155.35,19930.63,6783.25,29119.98,1431.15,16951.93,17013.93,11278.77,1309.93,1734.04,6000.8,5984.19,5149.99
5/2/2006,41016.58,1912.9,2183.48,19869.71,6991.78,29127.2,1451.22,16862.14,17301.79,11342.89,1311.46,1728.9,6029.4,5970.08,5180.25
5/3/2006,40919.76,1896.32,2182.11,19472.36,7016.15,28925.26,1452.53,16601.78,17133.99,11347.45,1311.28,1709.02,6044.1,6024.05,5240.1
5/4/2006,40975.78,1918.73,2195.99,19548.35,7063.08,29008.51,1419.73,16486.91,17080.59,11336.32,1308.11,1706.44,6089.8,6013.85,5220.85
5/5/2006,41417.27,1943.07,2210.09,19465.15,7089.02,28672.16,1434.9,16158.42,17140.78,11283.25,1301.74,1701.47,6081.4,6029.2,5255.26
5/8/2006,41515.49,1938.9,2222.55,19322.62,6963.92,28520.32,1435.17,16307.67,16901.85,11354.49,1305.41,1702.2,6132.7,6031.39,5205.81
5/9/2006,41979.29,1919.74,2213.23,19632.34,7142.92,28464.99,1441.02,16087.18,16494.84,11382.51,1309.72,1717.14,6098.7,5952.92,5221.03
5/10/2006,41751.5,1869.25,2208.5,19820.07,7184.55,28373.85,1452.23,16155.45,16393.11,11367.14,1310.61,1700.71,6086.6,6003.4,5222.36
5/11/2006,40847.07,1908.61,2211.84,19933.09,7006.15,27840.11,1450.44,15857.87,16615.55,11343.29,1305.19,1686.61,6104.3,5908.47,5174.96
5/12/2006,40211.97,1909.8,2201.56,19979.54,7053.87,27828.73,1451.09,15599.2,16266.52,11416.45,1313.21,1689.93,6060,5901.25,5190.27
5/15/2006,39271.45,1855.59,2201.79,20174.64,7121.28,27661.86,1464.7,15907.2,16313.36,11400.28,1307.85,1686.3,6023.1,5918.57,5112.6
5/16/2006,39416.44,1848.2,2209.32,20198.71,7284.64,27475.7,1445.2,15693.75,15805.52,11438.86,1312.25,1701.03,6082.1,5902.58,5085.11
5/17/2006,38290.68,1894.48,2200.79,20360.61,7477.62,27605.85,1413.98,15970.76,15864.56,11577.74,1325.76,1713.84,6010,5993.76,5102.62
5/18/2006,37807.15,1872.19,2218.81,20566.91,7612.8,27485.37,1382.11,15915.68,15822.64,11584.54,1324.66,1715.23,6036.9,6063.28,5095.97
5/19/2006,37732.86,1892.2,2242.94,20390.62,7763.85,27586.88,1401.47,15859.45,15696.89,11639.77,1325.14,1711.17,6091.7,6094.75,5158.14
5/22/2006,36496.92,1896.21,2243.82,20646.19,7689.84,28011.71,1365.15,15467.33,15895.1,11642.65,1322.85,1694.82,6067.1,6079.09,5206.79
5/23/2006,36110,1857.64,2237.04,21079.87,7581.13,28255.37,1372.29,15503.74,15963.77,11500.73,1305.92,1657.48,6105.6,6078.8,5252.38
5/24/2006,35791.96,1806.68,2227.94,21159.16,7523.43,28076.75,1338.59,15789.31,15857.89,11380.99,1291.24,1635.81,6083.4,6107.12,5221.44
5/25/2006,37568.66,1751.75,2211.95,21293.66,7335.43,27783.65,1329.86,15668.31,15645.27,11428.77,1294.5,1634.78,6042,6067.74,5235.34
5/26/2006,38629.71,1744,2195.9,21237.45,7204.06,28074.23,1333.38,15384.86,15912.71,11419.89,1292.08,1623.69,5912.1,6009.89,5252.32
5/29/2006,38145.15,1683.8,2211.07,21608.67,7142.34,27668.95,1295.76,15096.01,16016.23,11205.61,1270.32,1598.91,5841.3,6051.29,5213.55
5/30/2006,36412.51,1654.02,2168.87,21822.93,7175.1,27647.81,1322.43,14633.03,15973.11,11128.29,1261.81,1587.11,5846.2,5968.96,5188.4
5/31/2006,36530.04,1655.51,2150.69,21781.07,7441.47,27563.07,1329.22,14750.84,15816.55,11144.06,1267.03,1600.86,5675.5,6039.32,5241.19
6/1/2006,37748.3,1590.73,2160.39,21435.27,7333.28,27434.41,1317.7,14833.01,15450.11,11125.33,1262.07,1584.57,5671.6,6113.29,5193.94
6/2/2006,37942.18,1617.19,2127.41,21154.9,7423.56,27157.09,1295.09,14218.6,15628.69,11098.35,1256.58,1569.01,5657.4,6127.98,5233.7
6/5/2006,36739.86,1578.79,2135.03,20722.13,7503.05,27248.54,1309.04,14309.56,15621.44,11117.32,1258.57,1580.18,5532.7,6140.72,5286.4
6/6/2006,36557.8,1677.86,2124.75,20851.06,7452.74,27487.56,1301.62,14470.76,15234.42,11211.05,1272.88,1599.68,5678.7,6118.38,5282.4
6/7/2006,35264,1697.98,2139.96,20261.86,7306.89,27574.41,1266.84,14879.34,15247.92,11278.61,1280.16,1606.37,5587.1,6054.72,5312.18
6/8/2006,35437.78,1638.01,2153.22,20217.02,7211.67,27380.21,1223.13,14860.35,15435.08,11094.43,1259.84,1571.29,5677.7,5916.28,5278.27
6/9/2006,35074.63,1653.72,2148.46,20182.14,7396.98,27332.88,1235.65,14648.41,15842.65,11168.31,1270.09,1579.58,5791,5857.03,5262.94
6/12/2006,33554.52,1682.76,2115.31,19369.29,7700.66,27425.09,1239.84,14644.26,15768.86,11260.28,1285.71,1616.57,5652,5851.92,5150.45
6/13/2006,32847.61,1693.5,2156.53,19084.83,7750.74,27826.89,1203.86,15135.69,15608.97,11247.87,1288.22,1612.9,5723.8,5652.72,5064.85
6/14/2006,32941.46,1650.84,2163.02,18805.57,7595.07,27655.85,1221.73,15124.04,15659.36,11048.72,1265.29,1577.5,5749.7,5666.07,5081.69
6/16/2006,34398.92,1645.4,2163.08,19405.71,7758.61,27644.43,1219.4,15152.4,15826.7,11002.14,1263.85,1575.39,5764.6,5672.28,4920.31
6/19/2006,33897.35,1619.27,2148.68,19585.21,7655.94,27714.23,1262.19,15171.81,15808.81,10930.9,1256.15,1565.22,5762.1,5546.24,4908.69
6/20/2006,33632.14,1605.29,2135.31,19500.54,7800.73,27722.97,1251.67,14886.11,15804.81,10938.82,1257.93,1561.55,5669.8,5678.49,4944.57
6/21/2006,34546.64,1584.39,2109.04,18841.34,7768.51,28110.63,1225.83,15121.15,15774.7,10891.92,1252.3,1550.97,5706.3,5587.23,4813.5
6/22/2006,34316.77,1512.08,2102.97,18677.92,7666.54,28147.31,1227.19,15505.18,15742.66,10792.58,1236.4,1520.31,5562.9,5706.06,4931.53
6/23/2006,34661.22,1497.17,2079.11,19128.63,7677.78,28537.42,1238.83,15571.62,15865.22,10706.14,1223.69,1516.85,5655.2,5788.36,4870.02
6/26/2006,34631.24,1509.57,1988.24,19421.73,7860.99,28634.16,1228.62,15638.5,16267.62,10816.92,1230.04,1530.26,5620.9,5755.02,4949.53
6/27/2006,34375.73,1576.94,1997.36,18954.92,7892.96,28523.47,1238.05,15523.94,16326.66,11015.19,1256.16,1573.08,5519.6,5622.43,5045.09
6/28/2006,34834.65,1578.49,2054.92,18798.28,7849.42,28529.02,1247.54,15321.4,16368.98,11014.55,1251.54,1562.84,5506.8,5692.86,5015.32
6/29/2006,36486.67,1550.24,2062.92,18413.44,7788.69,28571.92,1238.71,15307.61,16267.18,10942.11,1240.14,1548.94,5619.3,5707.59,4893.87
6/30/2006,36630.66,1579.39,2033.16,18257.64,7812.04,28693.45,1263.02,15552.81,16440.99,10974.84,1240.12,1548.32,5597.4,5687.04,4930.18
